Date,Close,High,Low,Open,Volume,Policy_Uncertainty_Index,Active_Markets,Average_Odds,Odds_Std_Dev
2025-03-21,103.74400329589844,103.88999938964844,103.4000015258789,103.43499755859376,16925,,123,0.12284552845528454,0.21597480243588243
2025-03-21,103.74400329589844,103.88999938964844,103.4000015258789,103.43499755859376,16925,,123,0.12284552845528454,0.21597480243588243
2025-03-21,103.74400329589844,103.88999938964844,103.4000015258789,103.43499755859376,16925,,123,0.12284552845528454,0.21597480243588243
2025-03-21,103.74400329589844,103.88999938964844,103.4000015258789,103.43499755859376,16925,,123,0.12284552845528454,0.21597480243588243
2025-03-21,103.74400329589844,103.88999938964844,103.4000015258789,103.43499755859376,16925,,123,0.12284552845528454,0.21597480243588243
2025-03-21,103.74400329589844,103.88999938964844,103.4000015258789,103.43499755859376,16925,63.0,123,0.12284552845528454,0.21597480243588243
2025-03-21,103.74400329589844,103.88999938964844,103.4000015258789,103.43499755859376,16925,,123,0.12284552845528454,0.21597480243588243
2025-03-21,103.74400329589844,103.88999938964844,103.4000015258789,103.43499755859376,16925,,123,0.12284552845528454,0.21597480243588243
2025-03-21,103.74400329589844,103.88999938964844,103.4000015258789,103.43499755859376,16925,,123,0.12284552845528454,0.21597480243588243
2025-03-21,103.74400329589844,103.88999938964844,103.4000015258789,103.43499755859376,16925,,123,0.12284552845528454,0.21597480243588243
2025-03-21,103.74400329589844,103.88999938964844,103.4000015258789,103.43499755859376,16925,,123,0.12284552845528454,0.21597480243588243
2025-03-21,103.74400329589844,103.88999938964844,103.4000015258789,103.43499755859376,16925,,123,0.12284552845528454,0.21597480243588243
2025-03-21,103.74400329589844,103.88999938964844,103.4000015258789,103.43499755859376,16925,,123,0.12284552845528454,0.21597480243588243
2025-03-21,103.74400329589844,103.88999938964844,103.4000015258789,103.43499755859376,16925,,123,0.12284552845528454,0.21597480243588243
2025-03-21,103.74400329589844,103.88999938964844,103.4000015258789,103.43499755859376,16925,,123,0.12284552845528454,0.21597480243588243
2025-03-21,103.74400329589844,103.88999938964844,103.4000015258789,103.43499755859376,16925,,123,0.12284552845528454,0.21597480243588243
2025-03-21,103.74400329589844,103.88999938964844,103.4000015258789,103.43499755859376,16925,,123,0.12284552845528454,0.21597480243588243
2025-03-21,103.74400329589844,103.88999938964844,103.4000015258789,103.43499755859376,16925,,123,0.12284552845528454,0.21597480243588243
2025-03-21,103.74400329589844,103.88999938964844,103.4000015258789,103.43499755859376,16925,,123,0.12284552845528454,0.21597480243588243
2025-03-21,103.74400329589844,103.88999938964844,103.4000015258789,103.43499755859376,16925,,123,0.12284552845528454,0.21597480243588243
2025-03-21,103.74400329589844,103.88999938964844,103.4000015258789,103.43499755859376,16925,,123,0.12284552845528454,0.21597480243588243
2025-03-21,103.74400329589844,103.88999938964844,103.4000015258789,103.43499755859376,16925,,123,0.12284552845528454,0.21597480243588243
2025-03-21,103.74400329589844,103.88999938964844,103.4000015258789,103.43499755859376,16925,,123,0.12284552845528454,0.21597480243588243
2025-03-21,103.74400329589844,103.88999938964844,103.4000015258789,103.43499755859376,16925,,123,0.12284552845528454,0.21597480243588243
2025-03-21,103.74400329589844,103.88999938964844,103.4000015258789,103.43499755859376,16925,,123,0.12284552845528454,0.21597480243588243
2025-03-21,103.74400329589844,103.88999938964844,103.4000015258789,103.43499755859376,16925,,123,0.12284552845528454,0.21597480243588243
2025-03-21,103.74400329589844,103.88999938964844,103.4000015258789,103.43499755859376,16925,,123,0.12284552845528454,0.21597480243588243
2025-03-21,103.74400329589844,103.88999938964844,103.4000015258789,103.43499755859376,16925,13361.0,123,0.12284552845528454,0.21597480243588243
2025-03-21,103.74400329589844,103.88999938964844,103.4000015258789,103.43499755859376,16925,,123,0.12284552845528454,0.21597480243588243
2025-03-21,103.74400329589844,103.88999938964844,103.4000015258789,103.43499755859376,16925,2025-03-21,123,0.12284552845528454,0.21597480243588243
